,neurotocism_score,extroversion_score,openness_score,agreeableness_score,conscientiousness_score,impulsiveness_score,sens_seeking_score,alc_consumption
824,0.52135,0.63779,0.14143,-1.07533,1.30612,-0.21712,0.40148,CurrentUse
830,0.91093,-0.80615,0.14143,0.59042,-0.14277,-0.21712,0.7654,CurrentUse
833,0.82562,-0.69509,-0.01928,-0.30172,0.58489,-0.21712,-0.84637,CurrentUse
834,0.52135,-0.94779,-0.45174,-0.15487,-0.14277,-0.21712,0.07987,CurrentUse
883,1.49158,0.00332,0.29338,0.76096,-0.14277,-0.21712,0.7654,CurrentUse
890,-1.55078,2.127,0.88309,-0.01729,0.93949,-0.21712,0.40148,CurrentUse
896,-0.79151,1.11406,-0.17779,0.13136,0.41594,-0.21712,0.07987,CurrentUse
911,0.73545,-1.37639,-0.71727,-1.34289,-0.78155,-0.21712,0.7654,CurrentUse
920,-1.1943,0.47617,1.06238,-1.34289,0.41594,-0.21712,1.2247,CurrentUse
925,-0.79151,1.2861,0.58331,1.11406,-0.65253,-0.21712,0.7654,CurrentUse
926,0.22393,-1.23177,0.88309,-0.76096,-0.27607,-0.21712,0.7654,CurrentUse
938,0.41667,-0.43999,1.06238,-1.47955,-0.14277,-0.21712,0.7654,CurrentUse
940,-0.46725,2.32338,2.44904,1.2861,1.30612,-0.21712,0.40148,CurrentUse
948,0.62967,0.00332,0.44585,-0.45321,-0.65253,-0.21712,0.40148,CurrentUse
956,-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,CurrentUse
958,-0.05188,-0.69509,0.7233,2.03972,-0.40581,-0.21712,-0.21575,CurrentUse
962,-0.92104,1.2861,-0.45174,0.76096,0.25953,-0.21712,0.40148,CurrentUse
967,-1.55078,1.2861,1.06238,-1.47955,0.93949,-0.21712,0.7654,CurrentUse
970,0.41667,-1.6334,0.58331,-1.07533,0.93949,-0.21712,0.40148,CurrentUse
979,0.41667,-0.15487,0.14143,-0.76096,0.41594,-0.21712,0.07987,CurrentUse
991,-1.1943,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,CurrentUse
995,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,CurrentUse
1002,1.8399,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,CurrentUse
1006,0.62967,-1.23177,-0.58331,-0.45321,-1.13788,-0.21712,-0.21575,CurrentUse
1019,0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,CurrentUse
1021,1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,CurrentUse
1024,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,CurrentUse
1027,-0.34799,0.80523,0.58331,0.59042,1.30612,-0.21712,1.92173,CurrentUse
1028,0.52135,-0.94779,-0.84732,-1.07533,-0.40581,-0.21712,0.40148,CurrentUse
1036,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,CurrentUse
1047,-1.1943,0.63779,-0.01928,0.28783,-0.52745,-0.21712,-0.52593,CurrentUse
1050,-0.67825,-0.43999,-0.97631,-0.30172,-0.27607,-0.21712,-0.21575,CurrentUse
1052,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575,CurrentUse
1061,-1.69163,-0.15487,0.88309,-1.47955,0.41594,-0.21712,0.07987,CurrentUse
1062,-0.67825,0.63779,1.65653,0.59042,0.58489,-0.21712,1.2247,CurrentUse
1068,-0.05188,-1.37639,-0.45174,-0.15487,1.30612,-0.21712,-1.18084,CurrentUse
1070,-0.46725,-0.43999,1.06238,0.13136,-1.38502,-0.21712,0.7654,CurrentUse
1077,-1.55078,0.96248,-0.31776,-0.45321,0.25953,-0.21712,-1.54858,CurrentUse
1080,-1.1943,1.58487,0.29338,1.11406,1.30612,-0.21712,-0.21575,CurrentUse
1081,-0.24649,0.47617,-0.31776,0.28783,-0.52745,-0.21712,-0.21575,CurrentUse
1095,1.13281,-1.09207,-0.84732,-0.01729,0.12331,-0.21712,-2.07848,CurrentUse
1096,-0.58016,-0.69509,1.65653,1.81866,-1.13788,-0.21712,-0.52593,CurrentUse
1099,-1.32828,1.2861,0.29338,0.43852,0.58489,-0.21712,0.40148,CurrentUse
1102,-0.79151,-0.15487,-0.17779,-0.45321,-0.40581,-0.21712,1.2247,CurrentUse
1113,-3.46436,0.47617,-0.01928,1.2861,2.04506,-0.21712,0.7654,CurrentUse
1124,1.37297,-1.37639,-0.45174,-0.15487,-2.30408,-0.21712,-0.21575,CurrentUse
1128,-1.55078,-1.23177,0.88309,1.61108,-1.78169,-0.21712,0.40148,CurrentUse
1131,0.62967,-0.69509,0.14143,-1.21213,-0.27607,-0.21712,-0.21575,CurrentUse
1136,0.31287,-1.92173,-0.01928,0.59042,-1.25773,-0.21712,-0.84637,CurrentUse
1138,-0.92104,0.47617,0.14143,1.45039,-0.27607,-0.21712,1.2247,CurrentUse
1141,1.98437,-1.92173,1.24033,1.45039,-1.13788,-0.21712,1.2247,CurrentUse
1143,1.60383,-0.80615,-0.71727,-1.21213,-2.18109,-0.21712,0.07987,CurrentUse
1145,-2.75696,-0.43999,-1.11902,-1.47955,0.93949,-0.21712,0.07987,CurrentUse
1154,-0.92104,1.74091,1.65653,1.61108,-0.52745,-0.21712,1.2247,CurrentUse
1165,0.52135,-0.94779,1.06238,-0.30172,0.58489,-0.21712,0.07987,CurrentUse
1172,0.04257,-0.80615,0.88309,-0.30172,1.13407,-0.21712,0.7654,CurrentUse
1183,-0.14882,-1.23177,-0.17779,0.94156,0.25953,-0.21712,0.7654,CurrentUse
1187,-0.34799,0.47617,0.44585,-0.45321,-0.00665,-0.21712,0.07987,CurrentUse
1195,0.52135,-0.30033,-0.58331,-0.76096,-0.52745,-0.21712,0.7654,CurrentUse
1199,0.13606,-1.6334,0.44585,0.94156,-1.64101,-0.21712,-0.84637,CurrentUse
1201,-0.67825,0.80523,0.29338,-1.07533,-0.78155,-0.21712,0.7654,CurrentUse
1205,-0.46725,1.58487,1.43533,1.45039,1.30612,-0.21712,-0.21575,CurrentUse
1222,-0.46725,-2.32338,-2.21069,-0.15487,-0.14277,-0.21712,-1.18084,CurrentUse
1223,0.91093,-0.30033,-0.01928,-0.01729,-0.40581,-0.21712,-0.21575,CurrentUse
1233,0.13606,0.63779,0.58331,-0.30172,0.58489,-0.21712,-0.84637,CurrentUse
1234,-1.69163,0.80523,1.24033,0.59042,-0.00665,-0.21712,-1.54858,CurrentUse
1239,1.02119,-1.37639,-0.45174,-0.15487,-0.89891,-0.21712,-0.52593,CurrentUse
1271,1.72012,-0.15487,0.88309,-1.07533,-0.40581,-0.21712,-0.21575,CurrentUse
1272,-1.05308,0.16767,0.44585,-0.30172,0.58489,-0.21712,-0.21575,CurrentUse
1279,-1.32828,1.74091,0.29338,1.11406,0.41594,-0.21712,-0.21575,CurrentUse
1286,-0.05188,0.96248,-0.01928,-1.07533,-0.40581,-0.21712,0.40148,CurrentUse
1287,-0.46725,0.32197,0.88309,-0.15487,0.7583,-0.21712,0.07987,CurrentUse
1292,1.8399,-2.21069,0.7233,-0.76096,-1.0145,-0.21712,-0.52593,CurrentUse
1294,-0.34799,0.47617,-0.17779,-0.91699,1.30612,-0.21712,0.07987,CurrentUse
1305,-0.92104,-1.23177,-0.17779,-0.76096,0.12331,-0.21712,-0.21575,CurrentUse
1309,-0.24649,0.32197,0.29338,0.43852,0.7583,-0.21712,0.07987,CurrentUse
1314,-0.92104,-0.15487,0.7233,-1.772,-0.40581,-0.21712,-0.21575,CurrentUse
1317,-0.67825,-0.30033,-0.31776,-0.15487,1.30612,-0.21712,0.07987,CurrentUse
1326,-0.67825,0.80523,1.06238,1.81866,0.25953,-0.21712,-0.21575,CurrentUse
1345,0.73545,-1.7625,0.88309,-0.45321,-2.04506,-0.21712,0.40148,CurrentUse
1346,1.13281,-0.94779,-0.31776,0.28783,-0.40581,-0.21712,-0.52593,CurrentUse
1357,-0.46725,-1.6334,0.44585,-1.07533,0.12331,-0.21712,-0.21575,CurrentUse
1361,0.31287,-0.57545,0.14143,0.59042,2.04506,-0.21712,0.07987,CurrentUse
1374,1.49158,-0.57545,0.88309,-1.6209,-0.40581,-0.21712,0.7654,CurrentUse
1379,-1.05308,0.47617,1.06238,1.81866,1.30612,-0.21712,1.2247,CurrentUse
1382,-1.55078,1.2861,1.43533,-0.60633,1.46191,-0.21712,1.2247,CurrentUse
1393,0.41667,-0.15487,-0.01928,0.76096,0.58489,-0.21712,-0.52593,CurrentUse
1395,-0.58016,0.47617,0.88309,1.61108,0.58489,-0.21712,0.40148,CurrentUse
1409,0.41667,-0.30033,1.43533,-0.30172,1.46191,-0.21712,0.40148,CurrentUse
1412,-0.34799,2.32338,1.43533,0.59042,0.58489,-0.21712,0.07987,CurrentUse
1419,-0.14882,0.47617,0.7233,-0.60633,0.25953,-0.21712,1.2247,CurrentUse
1437,-0.67825,0.63779,-0.01928,-1.21213,-0.78155,-0.21712,0.7654,CurrentUse
1445,0.04257,0.63779,-1.11902,-0.60633,1.81175,-0.21712,0.07987,CurrentUse
1448,-1.05308,1.11406,0.88309,-1.07533,1.46191,-0.21712,-0.52593,CurrentUse
1457,-0.92104,0.80523,-0.01928,1.11406,-0.65253,-0.21712,-0.84637,CurrentUse
1461,-1.1943,0.80523,0.88309,0.94156,0.41594,-0.21712,0.7654,CurrentUse
1465,-1.86962,0.80523,0.88309,1.61108,0.93949,-0.21712,0.07987,CurrentUse
1469,-0.79151,-0.30033,0.29338,0.28783,1.46191,-0.21712,-0.84637,CurrentUse
1480,-0.92104,0.00332,0.14143,0.13136,0.7583,-0.21712,-0.21575,CurrentUse
1503,1.72012,-2.72827,0.29338,1.2861,-0.78155,-0.21712,-0.21575,CurrentUse
1504,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593,CurrentUse
1505,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,CurrentUse
1509,0.73545,-0.80615,1.65653,0.13136,-1.25773,-0.21712,-0.52593,CurrentUse
1529,-0.14882,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987,CurrentUse
1550,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987,CurrentUse
1554,0.31287,0.80523,-0.97631,0.28783,0.25953,-0.21712,0.40148,CurrentUse
1577,0.41667,-0.43999,1.43533,1.2861,0.7583,-0.21712,-0.52593,CurrentUse
1580,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,CurrentUse
1585,-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575,CurrentUse
1586,-1.32828,2.127,-0.58331,-0.60633,0.12331,-0.21712,-0.21575,CurrentUse
1588,0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148,CurrentUse
1591,0.04257,0.80523,0.29338,-0.01729,-0.14277,-0.21712,-0.52593,CurrentUse
1594,-0.05188,0.63779,0.14143,0.43852,0.41594,-0.21712,-1.54858,CurrentUse
1605,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575,CurrentUse
1610,0.13606,1.2861,-0.97631,0.43852,-0.00665,-0.21712,-0.21575,CurrentUse
1612,-1.1943,0.47617,1.24033,1.11406,3.00537,-0.21712,0.07987,CurrentUse
1617,0.13606,0.00332,-0.45174,-0.60633,0.7583,-0.21712,0.40148,CurrentUse
1622,-0.79151,0.47617,-0.01928,0.13136,0.12331,-0.21712,0.07987,CurrentUse
1643,0.04257,1.11406,-0.31776,-0.01729,-0.14277,-0.21712,-0.52593,CurrentUse
1646,-0.67825,0.47617,-0.17779,0.76096,1.46191,-0.21712,-0.52593,CurrentUse
1652,0.31287,-0.30033,-0.71727,-1.6209,0.41594,-0.21712,-1.18084,CurrentUse
1673,-0.79151,1.11406,-2.09015,-0.30172,-0.52745,-0.21712,-1.18084,CurrentUse
1680,-0.46725,0.47617,-1.11902,-0.76096,-0.14277,-0.21712,0.7654,CurrentUse
1681,0.13606,-1.6334,-0.01928,0.43852,-1.5184,-0.21712,-0.21575,NotCurrentUse
1682,0.52135,-2.21069,0.44585,0.76096,0.25953,-0.21712,1.92173,NotCurrentUse
1683,1.37297,-2.03972,0.88309,-0.01729,-1.13788,-0.21712,0.40148,NotCurrentUse
1684,-1.05308,0.63779,-0.45174,0.59042,0.58489,-0.21712,-0.21575,NotCurrentUse
1689,-1.43907,0.80523,-0.01928,2.46262,-0.27607,-0.21712,-0.21575,NotCurrentUse
1695,-1.1943,0.00332,0.7233,-1.21213,1.13407,-0.21712,0.07987,NotCurrentUse
1697,-1.69163,0.80523,0.7233,-0.15487,-0.00665,-0.21712,0.07987,NotCurrentUse
1701,-0.34799,-0.69509,-0.58331,0.28783,-1.13788,-0.21712,-0.52593,NotCurrentUse
1704,-0.92104,0.32197,-1.42424,-0.60633,1.81175,-0.21712,0.07987,NotCurrentUse
1707,-1.05308,1.2861,-0.84732,0.94156,-0.14277,-0.21712,-0.52593,NotCurrentUse
1714,-0.14882,0.80523,-0.58331,-0.76096,-0.89891,-0.21712,-0.52593,NotCurrentUse
1716,-1.1943,0.32197,-0.45174,-0.91699,0.12331,-0.21712,-0.52593,NotCurrentUse
1721,-2.05048,-0.15487,-1.42424,0.59042,0.41594,-0.21712,-0.84637,NotCurrentUse
1725,-1.69163,0.32197,-1.82919,1.81866,0.7583,-0.21712,-1.18084,NotCurrentUse
1726,-0.79151,-0.94779,-0.45174,-0.45321,-0.40581,-0.21712,-0.52593,NotCurrentUse
1728,0.62967,-1.37639,-0.71727,-0.01729,-0.78155,-0.21712,0.7654,NotCurrentUse
1729,-0.34799,-0.30033,0.29338,-0.15487,0.12331,-0.21712,-0.21575,NotCurrentUse
1733,-2.42317,0.32197,-2.21069,2.03972,2.04506,-0.21712,-0.52593,NotCurrentUse
1735,-1.32828,-0.30033,-0.17779,0.43852,-0.00665,-0.21712,-0.52593,NotCurrentUse
1741,-0.58016,0.47617,-0.58331,-0.30172,0.93949,-0.21712,-0.84637,NotCurrentUse
1748,-0.24649,0.47617,-0.84732,-0.60633,0.41594,-0.21712,-0.21575,NotCurrentUse
1757,-0.24649,-1.7625,-0.01928,-0.30172,0.25953,-0.21712,-1.54858,NotCurrentUse
1761,-0.79151,-1.09207,1.88511,0.28783,3.00537,-0.21712,1.2247,NotCurrentUse
1766,0.91093,-0.94779,1.24033,-0.01729,-0.65253,-0.21712,-0.84637,NotCurrentUse
1785,0.52135,-0.94779,0.14143,0.76096,-0.65253,-0.21712,1.2247,NotCurrentUse
1817,-2.75696,2.57309,1.24033,0.28783,1.46191,-0.21712,1.2247,NotCurrentUse
1823,0.04257,-1.09207,0.14143,-1.34289,-0.00665,-0.21712,-0.84637,NotCurrentUse
1825,-1.05308,-1.50796,0.14143,0.28783,0.25953,-0.21712,0.7654,NotCurrentUse
1831,-0.34799,-1.09207,0.29338,-0.30172,1.30612,-0.21712,-0.21575,NotCurrentUse
1841,-0.24649,-0.80615,-0.01928,-1.6209,-0.14277,-0.21712,-0.52593,NotCurrentUse
1843,-0.05188,0.63779,0.58331,0.76096,1.30612,-0.21712,0.07987,NotCurrentUse
1851,-0.14882,-0.15487,-0.45174,-0.30172,0.93949,-0.21712,0.7654,NotCurrentUse
1853,-0.14882,1.2861,-0.31776,-2.07848,0.41594,-0.21712,0.40148,NotCurrentUse
1860,-0.34799,0.00332,0.7233,0.28783,0.12331,-0.21712,0.7654,NotCurrentUse
1865,-2.05048,0.00332,2.15324,-0.91699,0.41594,-0.21712,0.40148,NotCurrentUse
1875,2.127,-0.15487,2.44904,0.94156,-0.65253,-0.21712,0.07987,NotCurrentUse
1878,1.49158,-1.92173,-0.58331,-1.772,0.58489,-0.21712,1.2247,NotCurrentUse
2,-0.67825,1.93886,1.43533,0.76096,-0.14277,-0.71126,-0.21575,NotCurrentUse
34,0.41667,-0.30033,0.29338,1.2861,-0.14277,-0.71126,-1.54858,NotCurrentUse
51,1.02119,-0.15487,-0.17779,-1.21213,-0.00665,-0.71126,-0.84637,NotCurrentUse
74,-0.67825,-0.57545,-0.31776,0.28783,1.13407,-0.71126,-0.21575,NotCurrentUse
88,-0.92104,0.16767,-0.45174,-0.30172,0.25953,-0.71126,0.40148,NotCurrentUse
93,-1.55078,-0.30033,-0.45174,0.28783,-0.00665,-0.71126,-0.84637,NotCurrentUse
105,-0.92104,0.16767,-0.17779,1.11406,0.58489,-0.71126,0.07987,NotCurrentUse
110,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987,NotCurrentUse
131,0.91093,0.32197,-1.42424,0.43852,2.33337,-0.71126,-1.18084,NotCurrentUse
141,1.98437,0.32197,1.43533,0.94156,-0.27607,-0.71126,-0.21575,NotCurrentUse
152,0.52135,-1.6334,-1.82919,0.43852,-0.89891,-0.71126,-0.84637,NotCurrentUse
156,0.62967,-1.37639,-1.27553,0.28783,-0.27607,-0.71126,-0.84637,NotCurrentUse
162,-0.67825,0.32197,-0.84732,1.81866,-0.40581,-0.71126,-1.18084,NotCurrentUse
170,-0.34799,0.00332,-1.42424,0.59042,-0.14277,-0.71126,0.40148,NotCurrentUse
190,-0.34799,0.00332,-0.45174,0.13136,0.7583,-0.71126,-0.84637,NotCurrentUse
191,-1.43907,0.00332,-0.84732,0.59042,-0.27607,-0.71126,-1.54858,NotCurrentUse
198,-0.34799,0.47617,-0.71727,-0.91699,-0.52745,-0.71126,-0.84637,NotCurrentUse
202,-0.14882,-0.94779,-0.58331,-1.34289,1.30612,-0.71126,-0.84637,NotCurrentUse
245,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593,NotCurrentUse
249,-2.42317,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084,NotCurrentUse
250,1.13281,0.32197,-0.17779,0.94156,1.13407,-0.71126,-0.21575,NotCurrentUse
253,-1.43907,0.96248,-0.58331,2.23427,2.04506,-0.71126,-0.21575,NotCurrentUse
257,-0.46725,0.63779,-0.31776,0.76096,0.93949,-0.71126,-0.21575,NotCurrentUse
258,0.04257,0.00332,0.88309,-2.70172,-0.27607,-0.71126,0.07987,NotCurrentUse
259,0.52135,-0.15487,-0.45174,-1.47955,1.81175,-0.71126,-1.54858,NotCurrentUse
264,-1.05308,0.00332,-0.01928,1.61108,1.13407,-0.71126,-1.54858,NotCurrentUse
272,0.73545,-0.69509,0.44585,0.28783,-1.38502,-0.71126,0.7654,NotCurrentUse
274,0.22393,0.16767,-1.11902,0.28783,0.25953,-0.71126,-0.21575,NotCurrentUse
279,-0.24649,-0.43999,-0.31776,0.76096,-0.00665,-0.71126,-0.52593,NotCurrentUse
281,-0.05188,0.16767,0.7233,-0.01729,-0.89891,-0.71126,-0.84637,NotCurrentUse
282,0.04257,-0.30033,-2.21069,-0.15487,-0.14277,-0.71126,-0.84637,NotCurrentUse
295,-0.34799,0.47617,-0.17779,-0.60633,-0.14277,-0.71126,-0.84637,NotCurrentUse
296,1.37297,-0.43999,0.14143,-0.01729,-0.00665,-0.71126,-0.52593,NotCurrentUse
299,0.82562,-0.94779,-0.17779,0.43852,0.58489,-0.71126,-0.84637,NotCurrentUse
301,0.52135,-0.43999,-0.71727,0.59042,0.93949,-0.71126,-0.84637,NotCurrentUse
304,-1.05308,-2.32338,-1.27553,1.61108,0.12331,-0.71126,-1.54858,NotCurrentUse
306,-0.46725,-0.57545,-0.71727,1.11406,0.7583,-0.71126,-0.52593,NotCurrentUse
313,-0.58016,0.16767,-0.71727,0.13136,-0.14277,-0.71126,-1.18084,NotCurrentUse
314,-0.79151,0.80523,0.58331,-0.01729,0.41594,-0.71126,-0.52593,NotCurrentUse
316,-0.79151,1.93886,-0.97631,-0.01729,1.13407,-0.71126,-0.52593,NotCurrentUse
322,0.91093,-1.09207,-1.68062,0.28783,-0.78155,-0.71126,0.07987,NotCurrentUse
356,-1.1943,-0.15487,-1.27553,1.45039,0.41594,-0.71126,0.07987,NotCurrentUse
370,0.22393,0.32197,0.14143,-0.91699,-0.27607,-0.71126,0.07987,NotCurrentUse
374,-0.24649,1.2861,0.88309,1.61108,1.13407,-0.71126,-1.18084,NotCurrentUse
376,-0.92104,0.00332,-0.71727,0.13136,0.93949,-0.71126,0.40148,NotCurrentUse
377,-0.46725,-0.57545,-1.68062,0.43852,-0.52745,-0.71126,-1.18084,NotCurrentUse
385,-0.58016,-0.43999,-2.39883,0.13136,-0.40581,-0.71126,-0.21575,NotCurrentUse
386,-2.05048,0.47617,-1.11902,1.61108,0.58489,-0.71126,-0.52593,NotCurrentUse
391,0.62967,0.00332,0.14143,0.28783,0.12331,-0.71126,-0.52593,NotCurrentUse
392,-0.46725,0.32197,-0.58331,-0.01729,1.13407,-0.71126,-1.18084,NotCurrentUse
400,-0.14882,-0.15487,-1.97495,0.59042,0.7583,-0.71126,-0.84637,NotCurrentUse
412,0.13606,1.11406,-0.97631,0.43852,-0.27607,-0.71126,-0.52593,NotCurrentUse
431,-0.24649,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,NotCurrentUse
434,0.04257,0.47617,-1.11902,0.59042,1.81175,-0.71126,-0.52593,NotCurrentUse
445,0.22393,-1.09207,0.44585,2.75696,-0.65253,-0.71126,0.40148,NotCurrentUse
470,0.13606,0.80523,0.29338,-0.15487,0.7583,-0.71126,-0.84637,NotCurrentUse
486,1.49158,-1.6334,1.06238,-0.76096,-1.38502,-0.71126,-1.18084,NotCurrentUse
490,-1.05308,1.11406,0.88309,-1.34289,-1.38502,-0.71126,1.2247,NotCurrentUse
497,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,NotCurrentUse
508,1.49158,-1.09207,-1.11902,-1.772,-0.78155,-0.71126,0.07987,NotCurrentUse
526,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,NotCurrentUse
545,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,NotCurrentUse
553,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,NotCurrentUse
555,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,NotCurrentUse
557,-1.69163,0.96248,-0.17779,1.45039,1.30612,-0.71126,-0.21575,NotCurrentUse
560,1.02119,0.16767,-0.71727,0.28783,0.41594,-0.71126,-0.52593,NotCurrentUse
565,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,NotCurrentUse
569,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,NotCurrentUse
574,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,NotCurrentUse
576,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,NotCurrentUse
577,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,NotCurrentUse
591,-2.75696,0.96248,0.14143,0.43852,2.04506,-0.71126,-0.21575,NotCurrentUse
599,0.73545,-0.57545,-0.58331,1.81866,0.12331,-0.71126,-1.18084,NotCurrentUse
603,-0.67825,-0.80615,-0.45174,-1.47955,0.12331,-0.71126,-0.21575,NotCurrentUse
604,0.41667,0.32197,0.29338,0.94156,0.41594,-0.71126,-0.52593,NotCurrentUse
605,-2.52197,1.11406,1.88511,1.2861,-1.0145,-0.71126,-0.52593,NotCurrentUse
622,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,NotCurrentUse
625,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,-0.71126,-1.54858,NotCurrentUse
633,-0.67825,1.74091,0.44585,0.13136,0.25953,-0.71126,0.07987,NotCurrentUse
635,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,-0.71126,0.07987,NotCurrentUse
638,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,NotCurrentUse
642,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,NotCurrentUse
646,-1.43907,1.45421,1.06238,-1.6209,0.93949,-0.71126,0.40148,NotCurrentUse
653,-0.34799,0.96248,-0.71727,0.43852,1.13407,-0.71126,-0.84637,NotCurrentUse
664,1.13281,-0.43999,0.14143,0.28783,-0.27607,-0.71126,-0.21575,NotCurrentUse
672,1.23461,1.11406,0.44585,0.59042,0.93949,-0.71126,0.07987,NotCurrentUse
678,0.62967,-0.30033,-0.58331,-1.21213,1.46191,-0.71126,1.2247,NotCurrentUse
679,0.22393,-0.80615,-0.17779,-0.01729,-2.04506,-0.71126,-2.07848,NotCurrentUse
690,-0.14882,-0.15487,-0.97631,0.13136,0.41594,-0.71126,-0.52593,NotCurrentUse
691,0.22393,-0.69509,-0.31776,-0.30172,-0.52745,-0.71126,-0.84637,NotCurrentUse
694,-0.14882,-0.43999,-0.01928,1.2861,1.81175,-0.71126,-1.18084,NotCurrentUse
696,-1.69163,-0.30033,1.06238,1.61108,-0.00665,-0.71126,0.07987,NotCurrentUse
702,-1.43907,0.80523,-0.17779,-0.91699,-0.14277,-0.71126,0.07987,NotCurrentUse
703,-0.79151,-0.30033,-0.58331,-0.60633,0.25953,-0.71126,-0.52593,NotCurrentUse
716,-0.79151,-0.80615,-0.31776,0.13136,0.25953,-0.71126,-0.84637,NotCurrentUse
720,1.60383,-0.69509,0.29338,0.76096,0.12331,-0.71126,-0.84637,NotCurrentUse
725,2.28554,-0.94779,0.7233,-1.21213,-0.52745,-0.71126,-0.52593,NotCurrentUse
731,1.23461,0.63779,0.7233,-0.15487,-0.00665,-0.71126,-0.21575,NotCurrentUse
737,1.23461,0.16767,1.43533,1.2861,0.58489,-0.71126,0.40148,NotCurrentUse
744,0.73545,0.32197,-1.11902,0.43852,-0.40581,-0.71126,-0.21575,NotCurrentUse
745,-0.05188,0.47617,0.44585,0.28783,0.41594,-0.71126,-0.21575,NotCurrentUse
753,-1.43907,1.58487,1.65653,0.76096,2.63199,-0.71126,-1.18084,NotCurrentUse
757,-2.75696,1.74091,0.58331,1.11406,0.25953,-0.71126,0.40148,NotCurrentUse
765,0.82562,-0.69509,0.14143,-0.76096,-0.27607,-0.71126,0.07987,NotCurrentUse
772,-1.1943,-0.43999,0.58331,0.28783,-0.00665,-0.71126,-0.21575,NotCurrentUse
790,0.82562,0.63779,0.29338,-1.07533,-1.38502,-0.71126,-0.21575,NotCurrentUse
795,-0.58016,0.80523,0.44585,0.59042,1.30612,-0.71126,0.7654,NotCurrentUse
816,0.62967,0.16767,0.88309,2.46262,0.25953,-0.71126,0.40148,NotCurrentUse
823,0.62967,-2.11437,-2.8595,0.94156,-1.38502,-0.71126,-1.18084,NotCurrentUse
863,1.60383,-0.57545,-0.17779,-1.6209,-0.65253,-0.71126,0.7654,NotCurrentUse
867,-1.32828,0.32197,0.7233,0.94156,1.63088,-0.71126,0.40148,NotCurrentUse
871,-0.67825,-0.43999,-0.01928,0.59042,-0.27607,-0.71126,-0.84637,NotCurrentUse
872,1.49158,-1.7625,0.14143,-0.76096,-2.42317,-0.71126,-2.07848,NotCurrentUse
888,0.41667,0.80523,1.24033,1.11406,0.58489,-0.71126,0.07987,NotCurrentUse
889,0.13606,0.96248,1.06238,0.59042,0.58489,-0.71126,0.7654,NotCurrentUse
895,-1.86962,-0.30033,0.14143,0.13136,-0.65253,-0.71126,0.07987,NotCurrentUse
905,0.41667,0.32197,0.14143,-0.01729,2.04506,-0.71126,-0.52593,NotCurrentUse
915,0.22393,0.00332,-0.01928,-0.45321,0.93949,-0.71126,-0.21575,NotCurrentUse
932,-0.24649,0.00332,1.06238,0.59042,2.04506,-0.71126,-0.52593,NotCurrentUse
937,0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148,NotCurrentUse
